PN,ATA_CHAPTER,SUB_CATEGORY,AIRCRAFT_FAMILY,AIRCRAFT_MODEL,ATOLYE_KABILIYETI,CLP_USD,FMV_USD,YURTICI_TAMIR_MALIYETI_USD,YURTDISI_TAMIR_MALIYETI_USD,FAAL_ADET,GAYRIFAAL_ADET,YURTICI_TAMIRDE_ADET,YURTDISI_TAMIRDE_ADET,ACIK_SATINALMA_ADET,EXCHANGE_IN_ADET,EXCHANGE_OUT_ADET,HOMEBASE_DEPO_ADET,TOPLAM_ENVANTER_ADET
PN-104397,27,FLIGHT CONTROLS,AIRBUS,A319-100,VAR,5560,1480,340.0,520,30,2,7,5,1,11,0,4,60
PN-104398,22,AUTO FLIGHT,AIRBUS,A350-900,YOK,22280,10460,,9870,2,0,0,1,0,1,1,1,6
PN-104399,56,WINDOWS,BOEING,777-F,YOK,1810,440,,840,2,1,0,1,0,0,1,1,6
PN-104400,30,ICE & RAIN PROTECTION,AIRBUS,A321-200,YOK,1130,520,,210,1,0,0,0,0,0,1,1,3
PN-104401,24,ELECTRICAL POWER,AIRBUS,A330-200,VAR,1760,250,140.0,210,2,0,0,1,0,0,0,2,5
PN-104402,31,INDICATING / RECORDING SYSTEMS,BOEING,737-800,YOK,470,330,,320,15,1,0,2,2,0,5,8,33
PN-104403,79,OIL,AIRBUS,A321-200,YOK,240,80,,120,1,0,0,0,0,0,0,0,1
PN-104404,27,FLIGHT CONTROLS,AIRBUS,A321neo,VAR,1300,580,490.0,680,3,1,1,0,0,2,0,2,9
PN-104405,77,ENGINE INDICATING,BOEING,737 MAX 8,YOK,1850,1020,,950,1,0,0,1,0,0,0,0,2
PN-104406,27,FLIGHT CONTROLS,BOEING,737-800,YOK,4140,1700,,1480,1,1,0,1,0,0,1,1,5
PN-104407,25,EQUIPMENT / FURNISHINGS,BOEING,737-900ER,VAR,1910,480,230.0,350,1,0,0,0,1,0,0,0,2
PN-104408,27,FLIGHT CONTROLS,BOEING,787-9,VAR,10560,5550,1380.0,1950,1,1,0,1,0,0,0,0,3
PN-104409,29,HYDRAULIC POWER,AIRBUS,A321-200,YOK,1290,450,,180,2,1,0,3,1,0,0,2,9
PN-104410,24,ELECTRICAL POWER,BOEING,737-800,YOK,5210,3530,,1640,1,0,0,0,0,0,0,0,1
PN-104411,49,AIRBORNE AUXILIARY POWER (APU),AIRBUS,A350-900,VAR,1910,310,260.0,470,1,1,1,0,1,1,0,1,6
PN-104412,29,HYDRAULIC POWER,BOEING,737-800,VAR,4210,2550,3450.0,4210,1,1,1,1,1,1,0,2,8
PN-104413,71,POWER PLANT,BOEING,737-800,YOK,1410,600,,570,0,0,0,1,0,0,0,1,2
PN-104414,34,NAVIGATION,BOEING,737-800,YOK,22110,4740,,5150,11,2,0,2,4,1,2,4,26
PN-104415,32,LANDING GEAR,BOEING,777-300ER,YOK,8170,1650,,1940,2,1,0,1,0,0,1,1,6
PN-104416,34,NAVIGATION,AIRBUS,A321-200,YOK,160,120,,60,2,0,0,1,0,1,0,1,5
PN-104417,25,EQUIPMENT / FURNISHINGS,BOEING,737-800,YOK,4560,3210,,1360,1,1,0,0,0,0,0,1,3
PN-104418,71,POWER PLANT,AIRBUS,A321-200,VAR,1020,540,450.0,920,3,0,0,2,0,0,0,2,7
PN-104419,23,COMMUNICATIONS,AIRBUS,A330-300,VAR,17870,3110,1320.0,1690,10,0,1,0,1,1,1,3,17
PN-104420,71,POWER PLANT,BOEING,737-800,VAR,8270,3310,640.0,1220,21,6,9,4,2,3,2,21,68
PN-104421,80,STARTING,BOEING,737-900ER,YOK,3260,1390,,460,9,0,0,1,1,0,0,2,13
PN-104422,72,ENGINE,AIRBUS,A321neo,YOK,3080,1520,,650,9,9,0,5,2,1,1,4,31
PN-104423,32,LANDING GEAR,AIRBUS,A330-200,YOK,2900,1730,,2260,16,11,0,3,1,2,4,11,48
PN-104424,29,HYDRAULIC POWER,AIRBUS,A321-200,YOK,4150,750,,650,3,0,0,3,1,2,1,1,11
PN-104425,76,ENGINE CONTROLS,AIRBUS,A320-200,YOK,310,140,,160,6,1,0,8,1,1,5,2,24
PN-104426,27,FLIGHT CONTROLS,AIRBUS,A320neo,VAR,2520,690,230.0,310,3,3,2,1,1,1,0,4,15
PN-104427,34,NAVIGATION,BOEING,777-300ER,VAR,760,340,110.0,150,2,1,0,1,1,2,0,1,8
PN-104428,73,ENGINE FUEL AND CONTROL,AIRBUS,A321-200,YOK,2020,850,,420,5,1,0,2,0,0,0,3,11
PN-104429,77,ENGINE INDICATING,BOEING,787-9,YOK,2940,1020,,830,1,0,0,0,0,0,0,0,1
PN-104430,77,ENGINE INDICATING,AIRBUS,A320neo,YOK,4140,3090,,1980,4,1,0,1,1,0,0,1,8
PN-104431,23,COMMUNICATIONS,BOEING,737-800,VAR,1720,720,250.0,420,1,0,0,0,0,0,0,0,1
PN-104432,77,ENGINE INDICATING,AIRBUS,A330-300,YOK,4200,1760,,600,1,0,0,0,0,0,0,0,1
PN-104433,23,COMMUNICATIONS,BOEING,737-800,YOK,220,100,,120,1,0,0,2,0,0,1,2,6
PN-104434,49,AIRBORNE AUXILIARY POWER (APU),BOEING,737-800,VAR,3250,780,280.0,430,2,0,0,0,0,0,0,1,3
PN-104435,79,OIL,BOEING,737-800,YOK,1740,820,,570,1,2,0,1,1,0,0,2,7
PN-104436,56,WINDOWS,BOEING,777-300ER,YOK,3160,1310,,570,2,0,0,1,0,0,1,0,4
PN-104437,79,OIL,AIRBUS,A330-300,YOK,2460,880,,1470,2,1,0,2,0,0,1,2,8
PN-104438,29,HYDRAULIC POWER,AIRBUS,A320-200,YOK,8680,1030,,330,1,1,0,1,0,0,0,1,4
PN-104439,29,HYDRAULIC POWER,AIRBUS,A320neo,YOK,2330,1010,,640,11,2,0,3,1,0,1,2,20
PN-104440,29,HYDRAULIC POWER,BOEING,737-800,YOK,260,170,,170,4,1,0,0,1,0,1,1,8
PN-104441,30,ICE & RAIN PROTECTION,AIRBUS,A330-200,YOK,1680,390,,220,3,0,0,2,1,0,1,1,8
PN-104442,56,WINDOWS,AIRBUS,A330-300,VAR,1370,430,190.0,290,1,0,0,0,0,0,0,0,1
PN-104443,32,LANDING GEAR,AIRBUS,A330-300,YOK,13830,4440,,2440,4,1,0,1,0,0,1,2,9
PN-104444,72,ENGINE,AIRBUS,A321-200,YOK,5320,1600,,340,10,1,0,2,4,3,0,12,32
PN-104445,31,INDICATING / RECORDING SYSTEMS,BOEING,737-900ER,YOK,1720,360,,110,4,1,0,3,1,0,2,3,14
PN-104446,29,HYDRAULIC POWER,BOEING,737-800,YOK,1140,540,,270,2,0,0,1,0,0,1,0,4
PN-104447,25,EQUIPMENT / FURNISHINGS,BOEING,737-800,YOK,4680,2560,,1300,1,0,0,1,0,0,0,1,3
PN-104448,36,PNEUMATIC,BOEING,737-800,VAR,220,100,50.0,50,1,0,0,0,0,0,0,1,2
PN-104449,77,ENGINE INDICATING,BOEING,777-300ER,YOK,2210,570,,430,1,0,0,1,0,0,0,1,3
PN-104450,76,ENGINE CONTROLS,AIRBUS,A330-300,VAR,720,430,250.0,370,1,0,0,0,0,0,0,1,2
PN-104451,27,FLIGHT CONTROLS,BOEING,787-9,VAR,750,310,60.0,70,3,1,0,0,0,0,1,2,7
PN-104452,34,NAVIGATION,AIRBUS,A320-200,YOK,23900,8130,,8340,5,1,0,1,2,0,1,2,12
PN-104453,71,POWER PLANT,AIRBUS,A350-900,YOK,1630,640,,360,2,0,0,1,0,0,0,1,4
PN-104454,49,AIRBORNE AUXILIARY POWER (APU),BOEING,737-800,VAR,900,300,90.0,120,3,1,0,0,1,1,0,1,7
PN-104455,22,AUTO FLIGHT,AIRBUS,A321neo,VAR,330,160,100.0,140,1,0,0,1,0,0,1,2,5
PN-104456,49,AIRBORNE AUXILIARY POWER (APU),AIRBUS,A321-200,YOK,6770,4290,,2090,12,4,0,2,1,0,1,1,21
PN-104457,22,AUTO FLIGHT,AIRBUS,A330-300,YOK,8480,4580,,3300,1,0,0,1,0,0,0,1,3
PN-104458,24,ELECTRICAL POWER,AIRBUS,A321-200,VAR,1080,720,120.0,230,1,1,0,1,1,0,0,1,5
PN-104459,52,DOORS,BOEING,777-300ER,VAR,1690,330,300.0,520,1,0,0,0,0,0,0,1,2
PN-104460,23,COMMUNICATIONS,AIRBUS,A321-200,YOK,870,280,,160,1,0,0,0,0,0,0,1,2
PN-104461,29,HYDRAULIC POWER,AIRBUS,A320-200,VAR,14570,5470,2110.0,3780,5,0,3,2,1,1,0,2,14
PN-104462,49,AIRBORNE AUXILIARY POWER (APU),AIRBUS,A330-300,VAR,11480,3090,480.0,700,2,0,1,0,0,0,1,3,7
PN-104463,56,WINDOWS,AIRBUS,A321-200,YOK,11760,3960,,3060,1,0,0,0,1,0,1,1,4
PN-104464,32,LANDING GEAR,AIRBUS,A320-200,YOK,1200,260,,160,9,5,0,5,2,2,5,5,33
PN-104465,23,COMMUNICATIONS,AIRBUS,A330-300,VAR,1690,680,340.0,670,4,2,1,0,1,1,2,6,17
PN-104466,73,ENGINE FUEL AND CONTROL,AIRBUS,A330-200,YOK,1740,1040,,920,1,0,0,1,0,0,0,0,2
PN-104467,79,OIL,AIRBUS,A320-200,YOK,1180,580,,460,5,1,0,2,1,0,0,3,12
PN-104468,77,ENGINE INDICATING,AIRBUS,A330-300,YOK,1830,1560,,380,3,2,0,1,1,0,0,0,7
PN-104469,72,ENGINE,AIRBUS,A330-300,YOK,140,50,,50,1,0,0,2,1,0,1,3,8
PN-104470,31,INDICATING / RECORDING SYSTEMS,BOEING,737-900ER,YOK,2010,670,,800,3,2,0,1,1,0,0,1,8
PN-104471,76,ENGINE CONTROLS,AIRBUS,A321-200,VAR,1420,270,50.0,50,1,0,0,0,0,0,0,0,1
PN-104472,34,NAVIGATION,AIRBUS,A320neo,YOK,1540,890,,870,10,2,0,5,0,0,0,8,25
PN-104473,24,ELECTRICAL POWER,BOEING,777-F,VAR,15180,12150,2010.0,3500,4,1,1,3,1,1,0,2,13
PN-104474,76,ENGINE CONTROLS,AIRBUS,A330-300,YOK,4700,1330,,1800,1,0,0,1,1,0,0,0,3
PN-104475,29,HYDRAULIC POWER,AIRBUS,A319-100,YOK,14810,4120,,4160,2,0,0,1,0,0,1,1,5
PN-104476,79,OIL,BOEING,737 MAX 8,YOK,2040,390,,260,1,0,0,0,0,0,0,0,1
PN-104477,30,ICE & RAIN PROTECTION,AIRBUS,A320neo,VAR,400,260,160.0,240,2,0,0,0,0,0,1,1,4
PN-104478,76,ENGINE CONTROLS,BOEING,737-900ER,YOK,12720,5110,,1890,2,1,0,1,0,0,0,0,4
PN-104479,35,OXYGEN,BOEING,737-800,YOK,1730,610,,430,0,0,0,1,0,0,0,0,1
PN-104480,34,NAVIGATION,BOEING,787-9,VAR,760,210,170.0,230,8,1,0,2,0,0,1,1,13
PN-104481,28,FUEL,BOEING,787-9,YOK,2270,930,,1540,4,2,0,1,2,3,2,7,21
PN-104482,74,IGNITION,AIRBUS,A320neo,YOK,200,80,,60,2,0,0,1,0,0,1,0,4
PN-104483,22,AUTO FLIGHT,BOEING,737-900ER,YOK,1380,800,,460,2,0,0,1,1,0,0,0,4
PN-104484,34,NAVIGATION,AIRBUS,A321-200,YOK,2940,1280,,2510,3,0,0,3,0,0,1,3,10
PN-104485,30,ICE & RAIN PROTECTION,AIRBUS,A350-900,YOK,910,470,,490,2,0,0,1,1,0,0,1,5
PN-104486,36,PNEUMATIC,AIRBUS,A330-300,YOK,500,300,,70,1,0,0,0,0,0,0,1,2
PN-104487,27,FLIGHT CONTROLS,AIRBUS,A319-100,YOK,7500,2620,,1560,1,0,0,1,1,0,0,1,4
PN-104488,56,WINDOWS,AIRBUS,A319-100,YOK,1900,1010,,880,1,0,0,1,0,0,0,1,3
PN-104489,31,INDICATING / RECORDING SYSTEMS,AIRBUS,A319-100,YOK,2750,1310,,1340,2,1,0,1,1,1,0,1,7
PN-104490,25,EQUIPMENT / FURNISHINGS,AIRBUS,A320-200,VAR,890,650,330.0,460,1,0,1,1,0,0,0,1,4
PN-104491,26,FIRE PROTECTION,AIRBUS,A320neo,YOK,3170,1210,,900,1,1,0,1,0,0,0,1,4
PN-104492,71,POWER PLANT,BOEING,777-300ER,VAR,150,50,50.0,50,1,0,0,0,0,0,0,1,2
PN-104493,27,FLIGHT CONTROLS,AIRBUS,A330-200,YOK,7920,4570,,3130,2,2,0,1,0,2,2,4,13
PN-104494,28,FUEL,BOEING,737-900ER,VAR,930,270,140.0,230,4,0,0,0,0,0,2,1,7
PN-104495,52,DOORS,BOEING,737 MAX 8,YOK,460,120,,50,11,2,0,9,8,2,2,10,44
PN-104496,29,HYDRAULIC POWER,BOEING,737-800,VAR,7660,4040,2090.0,2870,4,0,0,0,1,0,0,1,6
PN-104497,31,INDICATING / RECORDING SYSTEMS,AIRBUS,A321-200,YOK,1080,190,,70,3,1,0,1,0,1,1,1,8
PN-104498,27,FLIGHT CONTROLS,BOEING,737 MAX 8,VAR,53880,24170,15560.0,23490,17,14,7,20,5,3,4,24,94
PN-104499,29,HYDRAULIC POWER,BOEING,737-800,VAR,3420,770,220.0,320,7,1,1,1,0,0,0,1,11
PN-104500,71,POWER PLANT,BOEING,737-800,YOK,8510,2950,,530,3,0,0,2,0,1,0,1,7
PN-104501,35,OXYGEN,BOEING,777-300ER,YOK,1260,790,,200,1,0,0,1,0,0,0,0,2
PN-104502,80,STARTING,AIRBUS,A330-300,YOK,16470,9830,,16170,13,1,0,2,0,1,4,5,26
PN-104503,73,ENGINE FUEL AND CONTROL,AIRBUS,A330-200,YOK,6490,1590,,580,1,0,0,1,0,1,0,0,3
PN-104504,21,AIR CONDITIONING,BOEING,777-300ER,VAR,3130,1330,330.0,590,2,1,1,1,2,0,2,2,11
PN-104505,30,ICE & RAIN PROTECTION,AIRBUS,A321neo,VAR,2010,950,460.0,690,1,0,1,0,0,0,0,1,3
PN-104506,28,FUEL,BOEING,737 MAX 8,YOK,160,90,,50,3,0,0,1,1,0,0,1,6
PN-104507,49,AIRBORNE AUXILIARY POWER (APU),AIRBUS,A319-100,YOK,11790,7250,,6950,1,0,0,0,0,0,1,0,2
PN-104508,27,FLIGHT CONTROLS,AIRBUS,A319-100,VAR,2480,500,300.0,550,6,3,4,8,0,0,0,4,25
PN-104509,80,STARTING,AIRBUS,A330-200,YOK,12210,3600,,4330,1,1,0,1,0,0,1,1,5
PN-104510,28,FUEL,AIRBUS,A320-200,YOK,4820,1870,,790,1,0,0,1,0,0,0,0,2
PN-104511,35,OXYGEN,BOEING,787-9,YOK,2040,980,,640,4,0,0,2,1,0,1,3,11
PN-104512,24,ELECTRICAL POWER,AIRBUS,A319-100,YOK,870,400,,140,1,1,0,1,0,1,0,1,5
PN-104513,77,ENGINE INDICATING,BOEING,737-800,VAR,14310,5430,3090.0,5820,2,0,1,1,0,1,0,3,8
PN-104514,77,ENGINE INDICATING,AIRBUS,A320neo,YOK,3390,1170,,1080,4,1,0,1,3,0,1,3,13
PN-104515,73,ENGINE FUEL AND CONTROL,BOEING,787-9,YOK,980,350,,100,7,0,0,2,0,0,1,2,12
PN-104516,30,ICE & RAIN PROTECTION,AIRBUS,A321-200,VAR,3300,770,380.0,580,1,0,0,0,0,0,0,0,1
PN-104517,22,AUTO FLIGHT,AIRBUS,A319-100,YOK,580,260,,60,5,1,0,1,0,1,0,3,11
PN-104518,71,POWER PLANT,AIRBUS,A319-100,VAR,1060,470,220.0,380,3,1,0,1,0,1,0,1,7
PN-104519,32,LANDING GEAR,AIRBUS,A330-300,YOK,1010,230,,170,3,2,0,1,1,0,0,1,8
PN-104520,80,STARTING,BOEING,787-9,YOK,4460,1750,,670,1,1,0,3,0,0,0,1,6
PN-104521,71,POWER PLANT,BOEING,787-9,YOK,3220,880,,520,1,0,0,0,0,0,0,1,2
PN-104522,36,PNEUMATIC,AIRBUS,A321-200,VAR,470,230,110.0,160,2,1,1,0,0,1,0,1,6
PN-104523,80,STARTING,AIRBUS,A321neo,VAR,1330,780,210.0,380,1,1,0,0,0,0,0,0,2
PN-104524,73,ENGINE FUEL AND CONTROL,AIRBUS,A320-200,YOK,770,200,,140,2,0,0,0,0,0,1,3,6
PN-104525,32,LANDING GEAR,AIRBUS,A330-200,YOK,2400,730,,750,4,0,0,2,0,2,1,3,12
PN-104526,21,AIR CONDITIONING,AIRBUS,A330-300,YOK,50330,24830,,20920,5,2,0,5,2,1,0,4,19
PN-104527,23,COMMUNICATIONS,AIRBUS,A320neo,YOK,2570,1490,,1050,1,0,0,0,0,0,0,1,2
PN-104528,32,LANDING GEAR,AIRBUS,A350-900,YOK,15330,4490,,6050,17,7,0,6,3,1,0,4,38
PN-104529,36,PNEUMATIC,BOEING,777-300ER,VAR,2810,1740,580.0,940,7,0,0,0,1,2,0,2,12
PN-104530,21,AIR CONDITIONING,AIRBUS,A319-100,YOK,8190,1540,,1230,1,0,0,2,1,0,0,1,5
PN-104531,24,ELECTRICAL POWER,AIRBUS,A320neo,VAR,3450,600,210.0,340,1,1,0,0,0,1,0,0,3
PN-104532,71,POWER PLANT,AIRBUS,A320neo,YOK,5630,1150,,570,1,0,0,0,0,0,1,0,2
PN-104533,72,ENGINE,AIRBUS,A320-200,YOK,11010,4780,,970,5,1,0,3,1,2,0,3,15
PN-104534,21,AIR CONDITIONING,AIRBUS,A320-200,VAR,6470,2760,1890.0,2570,2,0,0,1,0,0,0,1,4
PN-104535,35,OXYGEN,AIRBUS,A350-900,YOK,1730,240,,210,4,1,0,1,0,0,2,3,11
PN-104536,23,COMMUNICATIONS,AIRBUS,A320-200,VAR,4630,1520,520.0,690,1,1,0,1,0,0,0,0,3
PN-104537,71,POWER PLANT,BOEING,737-800,YOK,3830,1950,,1130,1,1,0,0,0,0,0,1,3
PN-104538,74,IGNITION,BOEING,777-300ER,YOK,1280,530,,420,1,1,0,1,1,0,0,1,5
PN-104539,76,ENGINE CONTROLS,BOEING,777-300ER,YOK,3210,1850,,740,2,0,0,0,0,0,1,0,3
PN-104540,49,AIRBORNE AUXILIARY POWER (APU),BOEING,737-800,YOK,2550,1360,,760,2,0,0,2,1,1,0,2,8
PN-104541,52,DOORS,AIRBUS,A320neo,YOK,880,420,,200,4,0,0,2,2,1,0,2,11
PN-104542,79,OIL,AIRBUS,A320-200,YOK,1020,360,,180,3,0,0,1,0,1,0,2,7
PN-104543,49,AIRBORNE AUXILIARY POWER (APU),AIRBUS,A320neo,YOK,2380,1270,,1090,3,0,0,1,0,1,1,3,9
PN-104544,32,LANDING GEAR,BOEING,787-9,YOK,710,340,,290,3,1,0,3,2,0,0,3,12
PN-104545,72,ENGINE,BOEING,787-9,YOK,1810,1210,,1480,1,1,0,0,0,0,0,1,3
PN-104546,49,AIRBORNE AUXILIARY POWER (APU),AIRBUS,A321-200,YOK,15610,5030,,3350,4,1,0,4,1,0,1,1,12
PN-104547,74,IGNITION,AIRBUS,A321-200,VAR,190,80,50.0,50,3,0,1,0,0,0,0,1,5
PN-104548,35,OXYGEN,AIRBUS,A330-200,VAR,810,520,300.0,440,4,1,1,1,0,0,0,1,8
PN-104549,76,ENGINE CONTROLS,AIRBUS,A321-200,YOK,1940,700,,200,3,1,0,3,1,0,0,2,10
PN-104550,22,AUTO FLIGHT,BOEING,787-9,YOK,4780,1640,,650,3,0,0,0,1,0,0,1,5
PN-104551,21,AIR CONDITIONING,AIRBUS,A320neo,VAR,1200,260,90.0,170,4,2,1,1,6,1,1,3,19
PN-104552,23,COMMUNICATIONS,AIRBUS,A321-200,VAR,1700,750,380.0,500,2,0,1,0,0,0,0,1,4
PN-104553,36,PNEUMATIC,AIRBUS,A321neo,VAR,2910,1400,330.0,600,2,1,1,0,1,0,0,1,6
PN-104554,71,POWER PLANT,AIRBUS,A320-200,VAR,810,550,300.0,450,2,2,0,0,0,1,0,1,6
PN-104555,26,FIRE PROTECTION,AIRBUS,A321-200,YOK,2060,1400,,1420,3,1,0,0,1,1,0,0,6
PN-104556,25,EQUIPMENT / FURNISHINGS,BOEING,737 MAX 8,VAR,4290,2070,720.0,1320,2,0,0,0,0,0,0,1,3
PN-104557,76,ENGINE CONTROLS,AIRBUS,A320-200,YOK,530,200,,90,13,3,0,3,0,1,2,4,26
PN-104558,72,ENGINE,AIRBUS,A330-300,YOK,1300,810,,660,23,14,0,11,1,9,8,7,73
PN-104559,52,DOORS,AIRBUS,A321neo,YOK,640,210,,300,7,1,0,1,0,0,0,1,10
PN-104560,34,NAVIGATION,AIRBUS,A320-200,YOK,230,70,,70,7,10,0,2,2,2,0,4,27
PN-104561,31,INDICATING / RECORDING SYSTEMS,AIRBUS,A319-100,YOK,1830,880,,770,1,0,0,0,0,0,0,0,1
PN-104562,21,AIR CONDITIONING,AIRBUS,A320neo,VAR,200,80,50.0,50,1,0,0,0,0,0,0,1,2
PN-104563,25,EQUIPMENT / FURNISHINGS,AIRBUS,A320-200,VAR,6090,2070,1020.0,1550,1,0,0,0,0,0,1,1,3
PN-104564,77,ENGINE INDICATING,AIRBUS,A321-200,YOK,100,50,,50,1,0,0,0,1,0,2,2,6
PN-104565,29,HYDRAULIC POWER,BOEING,737 MAX 8,VAR,130,50,50.0,70,1,1,0,0,1,1,0,3,7
PN-104566,71,POWER PLANT,BOEING,737-800,YOK,2650,700,,490,1,0,0,1,0,0,0,0,2
PN-104567,71,POWER PLANT,BOEING,777-F,YOK,2770,1070,,670,5,3,0,2,4,1,3,3,21
PN-104568,29,HYDRAULIC POWER,AIRBUS,A321neo,YOK,3210,1490,,1040,27,3,0,12,2,6,7,5,62
PN-104569,26,FIRE PROTECTION,BOEING,737-800,YOK,200,70,,50,4,2,0,1,0,2,0,3,12
PN-104570,56,WINDOWS,BOEING,737-800,VAR,5690,2650,1230.0,1860,2,1,3,1,1,0,0,2,10
PN-104571,23,COMMUNICATIONS,AIRBUS,A320neo,VAR,3960,1530,790.0,1300,4,0,1,0,0,0,0,1,6
PN-104572,34,NAVIGATION,AIRBUS,A321-200,YOK,16790,5800,,3520,1,1,0,0,0,0,0,1,3
PN-104573,77,ENGINE INDICATING,AIRBUS,A330-200,YOK,1600,1340,,470,3,0,0,1,1,0,0,1,6
PN-104574,71,POWER PLANT,BOEING,737-900ER,VAR,24990,17340,24990.0,24990,24,3,1,4,5,0,4,8,49
PN-104575,72,ENGINE,AIRBUS,A321neo,YOK,100,50,,50,4,0,0,2,0,1,1,1,9
PN-104576,23,COMMUNICATIONS,AIRBUS,A320neo,VAR,480,160,110.0,150,1,0,0,0,1,0,0,1,3
PN-104577,26,FIRE PROTECTION,BOEING,787-9,VAR,1050,390,120.0,210,3,0,2,1,0,1,0,3,10
PN-104578,28,FUEL,AIRBUS,A320-200,YOK,330,200,,130,8,3,0,4,1,0,2,1,19
PN-104579,28,FUEL,BOEING,777-F,YOK,13140,6950,,5120,1,1,0,0,0,0,0,1,3
PN-104580,26,FIRE PROTECTION,BOEING,737-900ER,VAR,4900,1850,430.0,590,1,0,1,0,0,0,0,1,3
PN-104581,80,STARTING,BOEING,737 MAX 8,YOK,135080,96780,,40690,2,0,0,0,0,1,0,1,4
PN-104582,25,EQUIPMENT / FURNISHINGS,BOEING,737-900ER,VAR,3910,2030,2520.0,3740,2,0,1,0,1,0,0,1,5
PN-104583,71,POWER PLANT,AIRBUS,A320neo,VAR,1290,230,80.0,120,10,1,1,1,1,1,1,4,20
PN-104584,49,AIRBORNE AUXILIARY POWER (APU),AIRBUS,A350-900,YOK,1990,710,,180,2,0,0,1,0,0,0,1,4
PN-104585,49,AIRBORNE AUXILIARY POWER (APU),BOEING,737-800,YOK,1560,1030,,1560,11,3,0,3,0,1,0,4,22
PN-104586,26,FIRE PROTECTION,BOEING,737-800,YOK,7950,2770,,2930,1,1,0,1,0,0,0,1,4
PN-104587,28,FUEL,AIRBUS,A320neo,VAR,3420,1430,1060.0,1530,15,8,11,3,1,3,8,5,54
PN-104588,49,AIRBORNE AUXILIARY POWER (APU),AIRBUS,A320-200,YOK,24460,16820,,10300,5,0,0,2,1,1,0,2,11
PN-104589,28,FUEL,AIRBUS,A321-200,YOK,1920,620,,200,3,1,0,1,0,0,0,1,6
PN-104590,71,POWER PLANT,AIRBUS,A321neo,YOK,10990,3600,,1400,6,2,0,2,0,0,1,1,12
PN-104591,22,AUTO FLIGHT,AIRBUS,A330-300,YOK,700,460,,270,1,1,0,1,0,0,0,1,4
PN-104592,22,AUTO FLIGHT,BOEING,737 MAX 8,YOK,2110,1240,,280,1,0,0,0,0,0,0,0,1
PN-104593,71,POWER PLANT,BOEING,737-900ER,YOK,2760,1960,,720,2,1,0,1,0,0,1,1,6
PN-104594,52,DOORS,BOEING,737-800,VAR,5790,2190,720.0,1040,1,0,0,1,1,0,0,1,4
PN-104595,22,AUTO FLIGHT,AIRBUS,A320neo,YOK,11210,6380,,7170,0,0,0,1,0,0,0,0,1
PN-104596,77,ENGINE INDICATING,AIRBUS,A321neo,YOK,290,200,,220,3,1,0,1,0,0,0,1,6
PN-104597,21,AIR CONDITIONING,AIRBUS,A321-200,VAR,2860,1570,300.0,470,0,0,0,0,0,0,0,1,1
PN-104598,79,OIL,AIRBUS,A320neo,VAR,18780,3730,1000.0,1470,2,0,0,1,1,0,0,1,5
PN-104599,71,POWER PLANT,AIRBUS,A319-100,YOK,1020,480,,210,3,0,0,1,0,1,0,4,9
PN-104600,80,STARTING,AIRBUS,A321-200,VAR,17450,9930,5140.0,7920,2,1,1,1,1,0,0,1,7
PN-104601,79,OIL,AIRBUS,A320neo,YOK,30410,16870,,10380,2,1,0,0,0,0,1,1,5
PN-104602,29,HYDRAULIC POWER,AIRBUS,A330-300,VAR,2050,1010,1730.0,2050,4,1,0,0,0,2,0,1,8
PN-104603,72,ENGINE,AIRBUS,A320-200,YOK,16570,12820,,8930,3,0,0,1,0,0,1,1,6
PN-104604,26,FIRE PROTECTION,AIRBUS,A320neo,YOK,9880,5200,,1160,1,1,0,1,0,0,0,1,4
PN-104605,34,NAVIGATION,AIRBUS,A319-100,VAR,300,210,140.0,240,3,1,0,0,0,1,0,2,7
PN-104606,27,FLIGHT CONTROLS,BOEING,737-800,YOK,1320,400,,180,1,1,0,1,0,0,0,0,3
PN-104607,34,NAVIGATION,AIRBUS,A330-300,VAR,570,350,160.0,310,3,0,0,1,1,0,1,2,8
PN-104608,76,ENGINE CONTROLS,AIRBUS,A321-200,YOK,19950,6410,,4440,4,1,0,1,0,0,0,1,7
PN-104609,32,LANDING GEAR,AIRBUS,A320-200,YOK,3360,1970,,870,3,0,0,3,0,0,1,2,9
PN-104610,23,COMMUNICATIONS,BOEING,777-F,YOK,7270,3230,,1670,21,4,0,3,4,5,0,9,46
PN-104611,29,HYDRAULIC POWER,AIRBUS,A330-300,YOK,940,660,,350,3,0,0,1,1,0,0,3,8
PN-104612,73,ENGINE FUEL AND CONTROL,BOEING,737-800,YOK,2810,1920,,1470,2,1,0,1,0,0,0,2,6
PN-104613,35,OXYGEN,AIRBUS,A330-200,VAR,1800,940,180.0,330,1,0,0,0,0,1,0,1,3
PN-104614,36,PNEUMATIC,BOEING,737-900ER,VAR,5390,3170,480.0,720,1,0,1,0,0,0,0,0,2
PN-104615,32,LANDING GEAR,BOEING,777-300ER,YOK,5490,2540,,1400,7,5,0,3,0,0,0,4,19
PN-104616,28,FUEL,AIRBUS,A321-200,YOK,4440,3020,,1780,2,0,0,1,0,0,0,1,4
PN-104617,49,AIRBORNE AUXILIARY POWER (APU),BOEING,737-800,YOK,7670,4520,,4860,1,0,0,1,0,1,1,1,5
PN-104618,52,DOORS,AIRBUS,A320neo,YOK,170,80,,50,1,0,0,1,0,1,0,0,3
