PN,ATA_CHAPTER,SUB_CATEGORY,AIRCRAFT_FAMILY,AIRCRAFT_MODEL,ATOLYE_KABILIYETI,YURTICI_TAT_GUN,YURTDISI_TAT_GUN,SATINALMA_TAT_GUN,KRITIKLIK_DURUMU,YIL,CEYREK,DONEM,THY_TALEP_ADET,POOL_TALEP_ADET,SCRAP_ADET
PN-104813,36,PNEUMATIC,AIRBUS,A350-900,VAR,8.0,59,24,KRİTİK DEĞİL,2025,Q2,2025-Q2,1,0,0
PN-104813,36,PNEUMATIC,AIRBUS,A350-900,VAR,8.0,59,24,KRİTİK DEĞİL,2025,Q3,2025-Q3,1,0,0
PN-104813,36,PNEUMATIC,AIRBUS,A350-900,VAR,8.0,59,24,KRİTİK DEĞİL,2025,Q4,2025-Q4,3,0,0
PN-104814,72,ENGINE,AIRBUS,A321-200,YOK,,37,33,AOG KRİTİK,2025,Q1,2025-Q1,2,3,0
PN-104814,72,ENGINE,AIRBUS,A321-200,YOK,,37,33,AOG KRİTİK,2025,Q2,2025-Q2,1,2,0
PN-104814,72,ENGINE,AIRBUS,A321-200,YOK,,37,33,AOG KRİTİK,2025,Q3,2025-Q3,6,4,0
PN-104814,72,ENGINE,AIRBUS,A321-200,YOK,,37,33,AOG KRİTİK,2025,Q4,2025-Q4,7,1,0
PN-104815,28,FUEL,AIRBUS,A320-200,YOK,,38,27,KRİTİK DEĞİL,2025,Q1,2025-Q1,1,0,0
PN-104815,28,FUEL,AIRBUS,A320-200,YOK,,38,27,KRİTİK DEĞİL,2025,Q2,2025-Q2,3,0,0
PN-104815,28,FUEL,AIRBUS,A320-200,YOK,,38,27,KRİTİK DEĞİL,2025,Q3,2025-Q3,1,1,1
PN-104815,28,FUEL,AIRBUS,A320-200,YOK,,38,27,KRİTİK DEĞİL,2025,Q4,2025-Q4,2,3,0
PN-104816,76,ENGINE CONTROLS,BOEING,737 MAX 8,YOK,,37,19,KRİTİK DEĞİL,2025,Q1,2025-Q1,0,1,0
PN-104816,76,ENGINE CONTROLS,BOEING,737 MAX 8,YOK,,37,19,KRİTİK DEĞİL,2025,Q2,2025-Q2,3,0,0
PN-104816,76,ENGINE CONTROLS,BOEING,737 MAX 8,YOK,,37,19,KRİTİK DEĞİL,2025,Q3,2025-Q3,2,1,0
PN-104816,76,ENGINE CONTROLS,BOEING,737 MAX 8,YOK,,37,19,KRİTİK DEĞİL,2025,Q4,2025-Q4,1,0,0
PN-104817,29,HYDRAULIC POWER,BOEING,787-9,YOK,,65,20,AOG KRİTİK,2025,Q1,2025-Q1,5,3,0
PN-104817,29,HYDRAULIC POWER,BOEING,787-9,YOK,,65,20,AOG KRİTİK,2025,Q2,2025-Q2,2,2,0
PN-104817,29,HYDRAULIC POWER,BOEING,787-9,YOK,,65,20,AOG KRİTİK,2025,Q3,2025-Q3,7,4,1
PN-104817,29,HYDRAULIC POWER,BOEING,787-9,YOK,,65,20,AOG KRİTİK,2025,Q4,2025-Q4,5,3,3
PN-104818,35,OXYGEN,AIRBUS,A321neo,VAR,16.0,54,25,KRİTİK DEĞİL,2025,Q1,2025-Q1,1,0,0
PN-104818,35,OXYGEN,AIRBUS,A321neo,VAR,16.0,54,25,KRİTİK DEĞİL,2025,Q2,2025-Q2,0,0,0
PN-104818,35,OXYGEN,AIRBUS,A321neo,VAR,16.0,54,25,KRİTİK DEĞİL,2025,Q3,2025-Q3,0,1,0
PN-104818,35,OXYGEN,AIRBUS,A321neo,VAR,16.0,54,25,KRİTİK DEĞİL,2025,Q4,2025-Q4,0,2,0
PN-104819,79,OIL,AIRBUS,A321-200,YOK,,46,17,KRİTİK DEĞİL,2025,Q1,2025-Q1,1,0,0
PN-104819,79,OIL,AIRBUS,A321-200,YOK,,46,17,KRİTİK DEĞİL,2025,Q2,2025-Q2,0,0,0
PN-104819,79,OIL,AIRBUS,A321-200,YOK,,46,17,KRİTİK DEĞİL,2025,Q3,2025-Q3,3,2,0
PN-104819,79,OIL,AIRBUS,A321-200,YOK,,46,17,KRİTİK DEĞİL,2025,Q4,2025-Q4,2,3,1
PN-104820,36,PNEUMATIC,AIRBUS,A319-100,YOK,,43,26,KRİTİK DEĞİL,2025,Q1,2025-Q1,1,0,0
PN-104820,36,PNEUMATIC,AIRBUS,A319-100,YOK,,43,26,KRİTİK DEĞİL,2025,Q2,2025-Q2,1,0,0
PN-104820,36,PNEUMATIC,AIRBUS,A319-100,YOK,,43,26,KRİTİK DEĞİL,2025,Q3,2025-Q3,1,0,0
PN-104820,36,PNEUMATIC,AIRBUS,A319-100,YOK,,43,26,KRİTİK DEĞİL,2025,Q4,2025-Q4,1,0,0
PN-104821,56,WINDOWS,AIRBUS,A319-100,VAR,10.0,44,32,KRİTİK DEĞİL,2025,Q1,2025-Q1,1,0,0
PN-104821,56,WINDOWS,AIRBUS,A319-100,VAR,10.0,44,32,KRİTİK DEĞİL,2025,Q2,2025-Q2,0,0,0
PN-104821,56,WINDOWS,AIRBUS,A319-100,VAR,10.0,44,32,KRİTİK DEĞİL,2025,Q3,2025-Q3,0,0,0
PN-104821,56,WINDOWS,AIRBUS,A319-100,VAR,10.0,44,32,KRİTİK DEĞİL,2025,Q4,2025-Q4,4,0,1
PN-104822,77,ENGINE INDICATING,AIRBUS,A321-200,VAR,10.0,35,40,KRİTİK DEĞİL,2025,Q1,2025-Q1,2,1,0
PN-104822,77,ENGINE INDICATING,AIRBUS,A321-200,VAR,10.0,35,40,KRİTİK DEĞİL,2025,Q2,2025-Q2,1,2,0
PN-104822,77,ENGINE INDICATING,AIRBUS,A321-200,VAR,10.0,35,40,KRİTİK DEĞİL,2025,Q3,2025-Q3,1,2,1
PN-104822,77,ENGINE INDICATING,AIRBUS,A321-200,VAR,10.0,35,40,KRİTİK DEĞİL,2025,Q4,2025-Q4,2,0,0
PN-104823,80,STARTING,BOEING,777-300ER,YOK,,66,32,KRİTİK DEĞİL,2025,Q1,2025-Q1,2,0,0
PN-104823,80,STARTING,BOEING,777-300ER,YOK,,66,32,KRİTİK DEĞİL,2025,Q2,2025-Q2,0,1,0
PN-104823,80,STARTING,BOEING,777-300ER,YOK,,66,32,KRİTİK DEĞİL,2025,Q3,2025-Q3,4,0,0
PN-104823,80,STARTING,BOEING,777-300ER,YOK,,66,32,KRİTİK DEĞİL,2025,Q4,2025-Q4,2,0,0
PN-104824,34,NAVIGATION,BOEING,737-800,YOK,,35,19,KRİTİK DEĞİL,2025,Q1,2025-Q1,0,0,0
PN-104824,34,NAVIGATION,BOEING,737-800,YOK,,35,19,KRİTİK DEĞİL,2025,Q2,2025-Q2,0,0,0
PN-104824,34,NAVIGATION,BOEING,737-800,YOK,,35,19,KRİTİK DEĞİL,2025,Q3,2025-Q3,1,0,0
PN-104824,34,NAVIGATION,BOEING,737-800,YOK,,35,19,KRİTİK DEĞİL,2025,Q4,2025-Q4,0,0,0
PN-104825,31,INDICATING / RECORDING SYSTEMS,AIRBUS,A321-200,VAR,9.0,46,27,KRİTİK,2025,Q1,2025-Q1,5,0,0
PN-104825,31,INDICATING / RECORDING SYSTEMS,AIRBUS,A321-200,VAR,9.0,46,27,KRİTİK,2025,Q2,2025-Q2,6,0,2
PN-104825,31,INDICATING / RECORDING SYSTEMS,AIRBUS,A321-200,VAR,9.0,46,27,KRİTİK,2025,Q3,2025-Q3,4,0,0
PN-104825,31,INDICATING / RECORDING SYSTEMS,AIRBUS,A321-200,VAR,9.0,46,27,KRİTİK,2025,Q4,2025-Q4,4,0,0
PN-104826,26,FIRE PROTECTION,BOEING,787-9,YOK,,30,34,KRİTİK DEĞİL,2025,Q1,2025-Q1,0,1,0
PN-104826,26,FIRE PROTECTION,BOEING,787-9,YOK,,30,34,KRİTİK DEĞİL,2025,Q2,2025-Q2,2,1,0
PN-104826,26,FIRE PROTECTION,BOEING,787-9,YOK,,30,34,KRİTİK DEĞİL,2025,Q3,2025-Q3,0,0,0
PN-104826,26,FIRE PROTECTION,BOEING,787-9,YOK,,30,34,KRİTİK DEĞİL,2025,Q4,2025-Q4,2,0,0
PN-104827,35,OXYGEN,AIRBUS,A321neo,VAR,15.0,51,39,KRİTİK DEĞİL,2025,Q1,2025-Q1,1,0,0
PN-104827,35,OXYGEN,AIRBUS,A321neo,VAR,15.0,51,39,KRİTİK DEĞİL,2025,Q2,2025-Q2,1,0,1
PN-104827,35,OXYGEN,AIRBUS,A321neo,VAR,15.0,51,39,KRİTİK DEĞİL,2025,Q3,2025-Q3,1,0,0
PN-104827,35,OXYGEN,AIRBUS,A321neo,VAR,15.0,51,39,KRİTİK DEĞİL,2025,Q4,2025-Q4,0,1,0
PN-104828,77,ENGINE INDICATING,AIRBUS,A320neo,YOK,,39,29,KRİTİK DEĞİL,2025,Q1,2025-Q1,4,1,0
PN-104828,77,ENGINE INDICATING,AIRBUS,A320neo,YOK,,39,29,KRİTİK DEĞİL,2025,Q2,2025-Q2,6,2,1
PN-104828,77,ENGINE INDICATING,AIRBUS,A320neo,YOK,,39,29,KRİTİK DEĞİL,2025,Q3,2025-Q3,2,3,0
PN-104828,77,ENGINE INDICATING,AIRBUS,A320neo,YOK,,39,29,KRİTİK DEĞİL,2025,Q4,2025-Q4,5,3,0
PN-104829,34,NAVIGATION,AIRBUS,A321neo,VAR,5.0,84,24,KRİTİK,2025,Q1,2025-Q1,0,0,0
PN-104829,34,NAVIGATION,AIRBUS,A321neo,VAR,5.0,84,24,KRİTİK,2025,Q2,2025-Q2,1,1,0
PN-104829,34,NAVIGATION,AIRBUS,A321neo,VAR,5.0,84,24,KRİTİK,2025,Q3,2025-Q3,0,1,0
PN-104829,34,NAVIGATION,AIRBUS,A321neo,VAR,5.0,84,24,KRİTİK,2025,Q4,2025-Q4,0,0,0
PN-104830,30,ICE & RAIN PROTECTION,AIRBUS,A320neo,VAR,11.0,37,33,KRİTİK DEĞİL,2025,Q1,2025-Q1,2,0,0
PN-104830,30,ICE & RAIN PROTECTION,AIRBUS,A320neo,VAR,11.0,37,33,KRİTİK DEĞİL,2025,Q2,2025-Q2,3,0,0
PN-104830,30,ICE & RAIN PROTECTION,AIRBUS,A320neo,VAR,11.0,37,33,KRİTİK DEĞİL,2025,Q3,2025-Q3,4,1,1
PN-104830,30,ICE & RAIN PROTECTION,AIRBUS,A320neo,VAR,11.0,37,33,KRİTİK DEĞİL,2025,Q4,2025-Q4,7,0,1
PN-104831,23,COMMUNICATIONS,BOEING,777-300ER,VAR,11.0,54,26,KRİTİK DEĞİL,2025,Q1,2025-Q1,0,0,0
PN-104831,23,COMMUNICATIONS,BOEING,777-300ER,VAR,11.0,54,26,KRİTİK DEĞİL,2025,Q2,2025-Q2,1,0,0
PN-104831,23,COMMUNICATIONS,BOEING,777-300ER,VAR,11.0,54,26,KRİTİK DEĞİL,2025,Q3,2025-Q3,0,1,0
PN-104831,23,COMMUNICATIONS,BOEING,777-300ER,VAR,11.0,54,26,KRİTİK DEĞİL,2025,Q4,2025-Q4,2,0,0
PN-104832,31,INDICATING / RECORDING SYSTEMS,AIRBUS,A321-200,YOK,,32,20,KRİTİK DEĞİL,2025,Q1,2025-Q1,0,0,0
PN-104832,31,INDICATING / RECORDING SYSTEMS,AIRBUS,A321-200,YOK,,32,20,KRİTİK DEĞİL,2025,Q2,2025-Q2,0,0,0
PN-104832,31,INDICATING / RECORDING SYSTEMS,AIRBUS,A321-200,YOK,,32,20,KRİTİK DEĞİL,2025,Q3,2025-Q3,0,0,0
PN-104832,31,INDICATING / RECORDING SYSTEMS,AIRBUS,A321-200,YOK,,32,20,KRİTİK DEĞİL,2025,Q4,2025-Q4,0,0,0
PN-104833,27,FLIGHT CONTROLS,BOEING,737-800,YOK,,38,42,KRİTİK,2025,Q1,2025-Q1,4,1,0
PN-104833,27,FLIGHT CONTROLS,BOEING,737-800,YOK,,38,42,KRİTİK,2025,Q2,2025-Q2,4,0,2
PN-104833,27,FLIGHT CONTROLS,BOEING,737-800,YOK,,38,42,KRİTİK,2025,Q3,2025-Q3,3,2,0
PN-104833,27,FLIGHT CONTROLS,BOEING,737-800,YOK,,38,42,KRİTİK,2025,Q4,2025-Q4,6,4,4
PN-104834,80,STARTING,AIRBUS,A321-200,YOK,,40,35,KRİTİK DEĞİL,2025,Q1,2025-Q1,2,0,0
PN-104834,80,STARTING,AIRBUS,A321-200,YOK,,40,35,KRİTİK DEĞİL,2025,Q2,2025-Q2,3,1,1
PN-104834,80,STARTING,AIRBUS,A321-200,YOK,,40,35,KRİTİK DEĞİL,2025,Q3,2025-Q3,1,1,0
PN-104834,80,STARTING,AIRBUS,A321-200,YOK,,40,35,KRİTİK DEĞİL,2025,Q4,2025-Q4,2,0,2
PN-104835,35,OXYGEN,BOEING,777-300ER,YOK,,41,16,KRİTİK DEĞİL,2025,Q1,2025-Q1,2,0,0
PN-104835,35,OXYGEN,BOEING,777-300ER,YOK,,41,16,KRİTİK DEĞİL,2025,Q2,2025-Q2,1,0,0
PN-104835,35,OXYGEN,BOEING,777-300ER,YOK,,41,16,KRİTİK DEĞİL,2025,Q3,2025-Q3,1,2,1
PN-104835,35,OXYGEN,BOEING,777-300ER,YOK,,41,16,KRİTİK DEĞİL,2025,Q4,2025-Q4,0,0,0
PN-104836,24,ELECTRICAL POWER,BOEING,737-800,VAR,10.0,33,27,KRİTİK,2025,Q1,2025-Q1,1,0,1
PN-104836,24,ELECTRICAL POWER,BOEING,737-800,VAR,10.0,33,27,KRİTİK,2025,Q2,2025-Q2,2,1,0
PN-104836,24,ELECTRICAL POWER,BOEING,737-800,VAR,10.0,33,27,KRİTİK,2025,Q3,2025-Q3,1,0,0
PN-104836,24,ELECTRICAL POWER,BOEING,737-800,VAR,10.0,33,27,KRİTİK,2025,Q4,2025-Q4,0,0,0
PN-104837,22,AUTO FLIGHT,AIRBUS,A321neo,YOK,,33,30,KRİTİK DEĞİL,2025,Q1,2025-Q1,1,0,0
PN-104837,22,AUTO FLIGHT,AIRBUS,A321neo,YOK,,33,30,KRİTİK DEĞİL,2025,Q2,2025-Q2,0,0,0
PN-104837,22,AUTO FLIGHT,AIRBUS,A321neo,YOK,,33,30,KRİTİK DEĞİL,2025,Q3,2025-Q3,1,0,0
PN-104837,22,AUTO FLIGHT,AIRBUS,A321neo,YOK,,33,30,KRİTİK DEĞİL,2025,Q4,2025-Q4,1,0,0
PN-104838,76,ENGINE CONTROLS,AIRBUS,A320-200,YOK,,41,15,KRİTİK,2025,Q1,2025-Q1,0,1,0
PN-104838,76,ENGINE CONTROLS,AIRBUS,A320-200,YOK,,41,15,KRİTİK,2025,Q2,2025-Q2,4,1,2
PN-104838,76,ENGINE CONTROLS,AIRBUS,A320-200,YOK,,41,15,KRİTİK,2025,Q3,2025-Q3,2,1,0
PN-104838,76,ENGINE CONTROLS,AIRBUS,A320-200,YOK,,41,15,KRİTİK,2025,Q4,2025-Q4,0,2,0
PN-104839,79,OIL,BOEING,777-300ER,YOK,,47,24,KRİTİK DEĞİL,2025,Q1,2025-Q1,0,1,0
PN-104839,79,OIL,BOEING,777-300ER,YOK,,47,24,KRİTİK DEĞİL,2025,Q2,2025-Q2,0,0,0
PN-104839,79,OIL,BOEING,777-300ER,YOK,,47,24,KRİTİK DEĞİL,2025,Q3,2025-Q3,1,0,0
PN-104839,79,OIL,BOEING,777-300ER,YOK,,47,24,KRİTİK DEĞİL,2025,Q4,2025-Q4,1,0,0
PN-104840,72,ENGINE,AIRBUS,A330-300,YOK,,48,62,AOG KRİTİK,2025,Q1,2025-Q1,9,5,2
PN-104840,72,ENGINE,AIRBUS,A330-300,YOK,,48,62,AOG KRİTİK,2025,Q2,2025-Q2,10,3,0
PN-104840,72,ENGINE,AIRBUS,A330-300,YOK,,48,62,AOG KRİTİK,2025,Q3,2025-Q3,15,1,1
PN-104840,72,ENGINE,AIRBUS,A330-300,YOK,,48,62,AOG KRİTİK,2025,Q4,2025-Q4,10,3,3
PN-104841,24,ELECTRICAL POWER,AIRBUS,A321-200,VAR,6.0,41,29,KRİTİK DEĞİL,2025,Q1,2025-Q1,2,1,0
PN-104841,24,ELECTRICAL POWER,AIRBUS,A321-200,VAR,6.0,41,29,KRİTİK DEĞİL,2025,Q2,2025-Q2,0,1,0
PN-104841,24,ELECTRICAL POWER,AIRBUS,A321-200,VAR,6.0,41,29,KRİTİK DEĞİL,2025,Q3,2025-Q3,6,1,1
PN-104841,24,ELECTRICAL POWER,AIRBUS,A321-200,VAR,6.0,41,29,KRİTİK DEĞİL,2025,Q4,2025-Q4,0,1,0
PN-104842,23,COMMUNICATIONS,BOEING,737 MAX 8,VAR,8.0,24,21,KRİTİK DEĞİL,2025,Q1,2025-Q1,0,0,0
PN-104842,23,COMMUNICATIONS,BOEING,737 MAX 8,VAR,8.0,24,21,KRİTİK DEĞİL,2025,Q2,2025-Q2,1,0,0
PN-104842,23,COMMUNICATIONS,BOEING,737 MAX 8,VAR,8.0,24,21,KRİTİK DEĞİL,2025,Q3,2025-Q3,0,0,0
PN-104842,23,COMMUNICATIONS,BOEING,737 MAX 8,VAR,8.0,24,21,KRİTİK DEĞİL,2025,Q4,2025-Q4,4,0,2
PN-104843,26,FIRE PROTECTION,AIRBUS,A319-100,VAR,9.0,44,49,KRİTİK DEĞİL,2025,Q1,2025-Q1,0,0,0
PN-104843,26,FIRE PROTECTION,AIRBUS,A319-100,VAR,9.0,44,49,KRİTİK DEĞİL,2025,Q2,2025-Q2,1,0,0
PN-104843,26,FIRE PROTECTION,AIRBUS,A319-100,VAR,9.0,44,49,KRİTİK DEĞİL,2025,Q3,2025-Q3,2,0,0
PN-104843,26,FIRE PROTECTION,AIRBUS,A319-100,VAR,9.0,44,49,KRİTİK DEĞİL,2025,Q4,2025-Q4,0,0,0
PN-104844,72,ENGINE,AIRBUS,A321-200,YOK,,65,54,AOG KRİTİK,2025,Q1,2025-Q1,4,3,2
PN-104844,72,ENGINE,AIRBUS,A321-200,YOK,,65,54,AOG KRİTİK,2025,Q2,2025-Q2,9,3,3
PN-104844,72,ENGINE,AIRBUS,A321-200,YOK,,65,54,AOG KRİTİK,2025,Q3,2025-Q3,6,7,4
PN-104844,72,ENGINE,AIRBUS,A321-200,YOK,,65,54,AOG KRİTİK,2025,Q4,2025-Q4,5,1,0
PN-104845,72,ENGINE,AIRBUS,A330-200,VAR,11.0,68,64,AOG KRİTİK,2025,Q1,2025-Q1,0,0,0
PN-104845,72,ENGINE,AIRBUS,A330-200,VAR,11.0,68,64,AOG KRİTİK,2025,Q2,2025-Q2,0,2,0
PN-104845,72,ENGINE,AIRBUS,A330-200,VAR,11.0,68,64,AOG KRİTİK,2025,Q3,2025-Q3,1,1,1
PN-104845,72,ENGINE,AIRBUS,A330-200,VAR,11.0,68,64,AOG KRİTİK,2025,Q4,2025-Q4,1,1,0
PN-104846,74,IGNITION,AIRBUS,A321-200,YOK,,40,20,KRİTİK DEĞİL,2025,Q1,2025-Q1,2,1,0
PN-104846,74,IGNITION,AIRBUS,A321-200,YOK,,40,20,KRİTİK DEĞİL,2025,Q2,2025-Q2,1,2,1
PN-104846,74,IGNITION,AIRBUS,A321-200,YOK,,40,20,KRİTİK DEĞİL,2025,Q3,2025-Q3,1,0,1
PN-104846,74,IGNITION,AIRBUS,A321-200,YOK,,40,20,KRİTİK DEĞİL,2025,Q4,2025-Q4,3,0,1
PN-104847,23,COMMUNICATIONS,AIRBUS,A321neo,YOK,,31,27,KRİTİK DEĞİL,2025,Q1,2025-Q1,0,0,0
PN-104847,23,COMMUNICATIONS,AIRBUS,A321neo,YOK,,31,27,KRİTİK DEĞİL,2025,Q2,2025-Q2,1,1,0
PN-104847,23,COMMUNICATIONS,AIRBUS,A321neo,YOK,,31,27,KRİTİK DEĞİL,2025,Q3,2025-Q3,2,0,0
PN-104847,23,COMMUNICATIONS,AIRBUS,A321neo,YOK,,31,27,KRİTİK DEĞİL,2025,Q4,2025-Q4,0,1,0
PN-104848,24,ELECTRICAL POWER,AIRBUS,A320neo,VAR,13.0,39,37,KRİTİK,2025,Q1,2025-Q1,0,1,0
PN-104848,24,ELECTRICAL POWER,AIRBUS,A320neo,VAR,13.0,39,37,KRİTİK,2025,Q2,2025-Q2,1,1,0
PN-104848,24,ELECTRICAL POWER,AIRBUS,A320neo,VAR,13.0,39,37,KRİTİK,2025,Q3,2025-Q3,4,2,1
PN-104848,24,ELECTRICAL POWER,AIRBUS,A320neo,VAR,13.0,39,37,KRİTİK,2025,Q4,2025-Q4,2,3,1
PN-104849,77,ENGINE INDICATING,AIRBUS,A320-200,YOK,,42,37,KRİTİK DEĞİL,2025,Q1,2025-Q1,1,0,1
PN-104849,77,ENGINE INDICATING,AIRBUS,A320-200,YOK,,42,37,KRİTİK DEĞİL,2025,Q2,2025-Q2,0,0,0
PN-104849,77,ENGINE INDICATING,AIRBUS,A320-200,YOK,,42,37,KRİTİK DEĞİL,2025,Q3,2025-Q3,0,1,0
PN-104849,77,ENGINE INDICATING,AIRBUS,A320-200,YOK,,42,37,KRİTİK DEĞİL,2025,Q4,2025-Q4,3,0,0
PN-104850,79,OIL,AIRBUS,A319-100,VAR,5.0,41,108,KRİTİK,2025,Q1,2025-Q1,2,0,0
PN-104850,79,OIL,AIRBUS,A319-100,VAR,5.0,41,108,KRİTİK,2025,Q2,2025-Q2,2,0,0
PN-104850,79,OIL,AIRBUS,A319-100,VAR,5.0,41,108,KRİTİK,2025,Q3,2025-Q3,0,1,0
PN-104850,79,OIL,AIRBUS,A319-100,VAR,5.0,41,108,KRİTİK,2025,Q4,2025-Q4,0,1,0
PN-104851,71,POWER PLANT,AIRBUS,A320-200,YOK,,31,38,KRİTİK DEĞİL,2025,Q1,2025-Q1,4,4,0
PN-104851,71,POWER PLANT,AIRBUS,A320-200,YOK,,31,38,KRİTİK DEĞİL,2025,Q2,2025-Q2,3,2,1
PN-104851,71,POWER PLANT,AIRBUS,A320-200,YOK,,31,38,KRİTİK DEĞİL,2025,Q3,2025-Q3,2,2,0
PN-104851,71,POWER PLANT,AIRBUS,A320-200,YOK,,31,38,KRİTİK DEĞİL,2025,Q4,2025-Q4,0,0,0
PN-104852,23,COMMUNICATIONS,BOEING,777-F,YOK,,22,54,KRİTİK DEĞİL,2025,Q1,2025-Q1,3,0,0
PN-104852,23,COMMUNICATIONS,BOEING,777-F,YOK,,22,54,KRİTİK DEĞİL,2025,Q2,2025-Q2,3,0,0
PN-104852,23,COMMUNICATIONS,BOEING,777-F,YOK,,22,54,KRİTİK DEĞİL,2025,Q3,2025-Q3,1,0,0
PN-104852,23,COMMUNICATIONS,BOEING,777-F,YOK,,22,54,KRİTİK DEĞİL,2025,Q4,2025-Q4,2,0,1
PN-104853,22,AUTO FLIGHT,AIRBUS,A330-300,VAR,7.0,33,103,KRİTİK DEĞİL,2025,Q1,2025-Q1,0,1,0
PN-104853,22,AUTO FLIGHT,AIRBUS,A330-300,VAR,7.0,33,103,KRİTİK DEĞİL,2025,Q2,2025-Q2,2,0,0
PN-104853,22,AUTO FLIGHT,AIRBUS,A330-300,VAR,7.0,33,103,KRİTİK DEĞİL,2025,Q3,2025-Q3,1,0,0
PN-104853,22,AUTO FLIGHT,AIRBUS,A330-300,VAR,7.0,33,103,KRİTİK DEĞİL,2025,Q4,2025-Q4,0,1,0
PN-104854,22,AUTO FLIGHT,AIRBUS,A321neo,YOK,,36,78,KRİTİK DEĞİL,2025,Q1,2025-Q1,3,0,0
PN-104854,22,AUTO FLIGHT,AIRBUS,A321neo,YOK,,36,78,KRİTİK DEĞİL,2025,Q2,2025-Q2,3,0,0
PN-104854,22,AUTO FLIGHT,AIRBUS,A321neo,YOK,,36,78,KRİTİK DEĞİL,2025,Q3,2025-Q3,2,0,0
PN-104854,22,AUTO FLIGHT,AIRBUS,A321neo,YOK,,36,78,KRİTİK DEĞİL,2025,Q4,2025-Q4,3,0,1
PN-104855,56,WINDOWS,AIRBUS,A321-200,VAR,10.0,41,31,KRİTİK DEĞİL,2025,Q1,2025-Q1,0,1,0
PN-104855,56,WINDOWS,AIRBUS,A321-200,VAR,10.0,41,31,KRİTİK DEĞİL,2025,Q2,2025-Q2,3,2,0
PN-104855,56,WINDOWS,AIRBUS,A321-200,VAR,10.0,41,31,KRİTİK DEĞİL,2025,Q3,2025-Q3,3,2,1
PN-104855,56,WINDOWS,AIRBUS,A321-200,VAR,10.0,41,31,KRİTİK DEĞİL,2025,Q4,2025-Q4,3,1,1
PN-104856,74,IGNITION,BOEING,737-800,YOK,,33,53,KRİTİK DEĞİL,2025,Q1,2025-Q1,1,1,2
PN-104856,74,IGNITION,BOEING,737-800,YOK,,33,53,KRİTİK DEĞİL,2025,Q2,2025-Q2,0,1,0
PN-104856,74,IGNITION,BOEING,737-800,YOK,,33,53,KRİTİK DEĞİL,2025,Q3,2025-Q3,1,0,0
PN-104856,74,IGNITION,BOEING,737-800,YOK,,33,53,KRİTİK DEĞİL,2025,Q4,2025-Q4,0,0,0
PN-104857,52,DOORS,AIRBUS,A320-200,VAR,6.0,35,32,KRİTİK DEĞİL,2025,Q1,2025-Q1,0,0,0
PN-104857,52,DOORS,AIRBUS,A320-200,VAR,6.0,35,32,KRİTİK DEĞİL,2025,Q2,2025-Q2,3,2,0
PN-104857,52,DOORS,AIRBUS,A320-200,VAR,6.0,35,32,KRİTİK DEĞİL,2025,Q3,2025-Q3,3,1,0
PN-104857,52,DOORS,AIRBUS,A320-200,VAR,6.0,35,32,KRİTİK DEĞİL,2025,Q4,2025-Q4,4,0,0
PN-104858,27,FLIGHT CONTROLS,AIRBUS,A320neo,VAR,5.0,44,35,KRİTİK DEĞİL,2025,Q1,2025-Q1,0,1,0
PN-104858,27,FLIGHT CONTROLS,AIRBUS,A320neo,VAR,5.0,44,35,KRİTİK DEĞİL,2025,Q2,2025-Q2,0,0,0
PN-104858,27,FLIGHT CONTROLS,AIRBUS,A320neo,VAR,5.0,44,35,KRİTİK DEĞİL,2025,Q3,2025-Q3,1,0,1
PN-104858,27,FLIGHT CONTROLS,AIRBUS,A320neo,VAR,5.0,44,35,KRİTİK DEĞİL,2025,Q4,2025-Q4,1,0,0
PN-104859,72,ENGINE,BOEING,737-800,VAR,17.0,84,68,AOG KRİTİK,2025,Q1,2025-Q1,2,3,0
PN-104859,72,ENGINE,BOEING,737-800,VAR,17.0,84,68,AOG KRİTİK,2025,Q2,2025-Q2,4,1,0
PN-104859,72,ENGINE,BOEING,737-800,VAR,17.0,84,68,AOG KRİTİK,2025,Q3,2025-Q3,0,0,0
PN-104859,72,ENGINE,BOEING,737-800,VAR,17.0,84,68,AOG KRİTİK,2025,Q4,2025-Q4,1,2,0
PN-104860,22,AUTO FLIGHT,AIRBUS,A321neo,YOK,,38,51,KRİTİK DEĞİL,2025,Q1,2025-Q1,3,2,0
PN-104860,22,AUTO FLIGHT,AIRBUS,A321neo,YOK,,38,51,KRİTİK DEĞİL,2025,Q2,2025-Q2,4,0,0
PN-104860,22,AUTO FLIGHT,AIRBUS,A321neo,YOK,,38,51,KRİTİK DEĞİL,2025,Q3,2025-Q3,2,1,0
PN-104860,22,AUTO FLIGHT,AIRBUS,A321neo,YOK,,38,51,KRİTİK DEĞİL,2025,Q4,2025-Q4,1,2,0
PN-104861,74,IGNITION,BOEING,737-900ER,YOK,,22,39,KRİTİK DEĞİL,2025,Q1,2025-Q1,0,1,1
PN-104861,74,IGNITION,BOEING,737-900ER,YOK,,22,39,KRİTİK DEĞİL,2025,Q2,2025-Q2,1,2,0
PN-104861,74,IGNITION,BOEING,737-900ER,YOK,,22,39,KRİTİK DEĞİL,2025,Q3,2025-Q3,2,0,0
PN-104861,74,IGNITION,BOEING,737-900ER,YOK,,22,39,KRİTİK DEĞİL,2025,Q4,2025-Q4,3,0,0
